trip_no,comparison,section_index,站间区间,区间载重(t),载重来源,全局趟次ID,历史segment,历史来源run_id,归一化区间里程(km),载重里程(t·km),规划OT区间里程(km),历史OT区间里程(km),规划OT区间机械能(kWh),历史OT区间机械能(kWh),规划单位能耗[kWh/(t·km)],历史单位能耗[kWh/(t·km)],区间节能率(%)
8,dwell5_dp,15,柳隘-海晏北路,215.54,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,396.0,0.98126,211.50078,0.98,0.98,11.47994444,12.03675,0.0542784969,0.0569111375,4.62588
8,dwell5_dp,16,海晏北路-民安东路,216.04,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,397.0,0.86573,187.032309,0.866,0.866,13.47905556,14.92872222,0.0720680593,0.0798189483,9.710588
8,dwell5_dp,17,民安东路-会展中心,216.44,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,398.0,0.72568,157.066179,0.724,0.724,9.66961111,11.83480556,0.061563929,0.0753491657,18.295142
8,dwell5_dp,18,会展中心-院士路,216.24,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,399.0,1.5521,335.626104,1.5619,1.562,14.67919444,14.69419444,0.0437367483,0.0437814409,0.102081
8,dwell5_dp,19,院士路-盎孟港,215.94,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,400.0,0.99407,214.659476,0.994,0.9941,16.54163889,17.02527778,0.0770599054,0.079312957,2.840711
8,dwell5_dp,20,盎孟港-三官堂,215.94,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,401.0,1.87688,405.293467,1.8761,1.8759,15.50038889,15.83044444,0.0382448525,0.0390592144,2.084942
8,dwell5_dp,21,三官堂-兴庄路,215.94,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,402.0,1.08017,233.25191,1.082,1.0821,10.01883333,10.50694444,0.0429528459,0.0450454809,4.645605
8,dwell5_dp,22,兴庄路-兴海南路,215.54,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,403.0,0.95886,206.672684,0.958,0.958,16.26244444,11.15880556,0.0786869561,0.0539926483,-45.736426
8,dwell5_dp,23,兴海南路-梅堰,215.54,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,404.0,0.83405,179.771137,0.833,0.833,11.61494444,12.10575,0.0646096178,0.0673397866,4.054318
8,dwell5_dp,24,梅堰-永茂路,215.54,traceable_standard_plan_MASS,UP008_20240701_214424_R382,5.0,405.0,3.6751,792.131054,3.6761,3.6759,26.37555556,25.87141667,0.0332969594,0.0326605257,-1.948633
8,dwell5_dp,25,永茂路-镇海大道,215.44,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,406.0,2.13248,459.421491,2.131,2.1311,12.98102778,16.08297222,0.0282551601,0.0350070089,19.287134
8,dwell5_dp,26,镇海大道-骆驼桥,215.34,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,407.0,1.59676,343.846298,1.5929,1.593,15.37558333,17.77719444,0.0447164428,0.0517009912,13.509506
8,energy_first,1,布政-张家潭,215.24,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,382.0,1.42983,307.756609,1.428,1.428,13.42766667,13.05902778,0.0436307987,0.0424329726,-2.822866
8,energy_first,2,张家潭-同德路,215.24,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,383.0,2.02062,434.918249,2.017,2.017,18.08505556,17.00172222,0.0415826551,0.0390917656,-6.371903
8,energy_first,3,同德路-石碶,215.34,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,384.0,1.33033,286.473262,1.331,1.331,12.97044444,12.57388889,0.0452762828,0.0438920156,-3.153802
8,energy_first,4,石碶-雅渡,216.44,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,385.0,0.82725,179.04999,0.827,0.827,10.30180556,11.38872222,0.0575359181,0.0636063829,9.543798
8,energy_first,5,雅渡-庙堰,216.34,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,386.0,1.861,402.60874,1.86,1.86,21.70663889,20.52994444,0.0539149719,0.050992297,-5.731601
8,energy_first,6,庙堰-钟公庙,216.32,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,387.0,1.08798,235.351834,1.086,1.086,12.8195,13.39272222,0.054469514,0.056905111,4.280102
8,energy_first,7,钟公庙-鄞州区政府,216.14,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,388.0,0.98497,212.891416,0.984,0.984,8.41875,10.36663889,0.0395448072,0.0486944899,18.789975
8,energy_first,8,鄞州区政府-钱湖南路,216.14,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,389.0,1.81169,391.578677,1.811,1.811,15.60963889,15.58380556,0.0398633527,0.0397973804,-0.16577
8,energy_first,9,钱湖南路-南高教园区,216.02,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,390.0,1.16893,252.512259,1.155,1.155,13.69988889,13.60444444,0.0542543517,0.0538763723,-0.701568
8,energy_first,10,南高教园区-下应路,216.14,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,391.0,1.45287,314.023322,1.452,1.452,19.33363889,17.12019444,0.0615675256,0.054518863,-12.928851
8,energy_first,11,下应路-大洋江,216.24,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,392.0,1.21391,262.495898,1.214,1.214,12.58955556,11.26755556,0.047960961,0.0429246919,-11.732802
8,energy_first,12,大洋江-泗港,215.84,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,393.0,0.95854,206.891274,0.958,0.958,10.93963889,10.32027778,0.0528762702,0.0498826151,-6.0014
8,energy_first,13,泗港-曹隘,215.94,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,394.0,1.79984,388.65745,1.798,1.798,22.509,23.42583333,0.0579147525,0.0602737278,3.91377
8,energy_first,14,曹隘-柳隘,215.54,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,395.0,1.30765,281.850881,1.3079,1.308,13.98272222,20.56216667,0.0496103549,0.0729540621,31.997817
8,energy_first,15,柳隘-海晏北路,215.54,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,396.0,0.98126,211.50078,0.98,0.98,11.47997222,12.03675,0.0542786282,0.0569111375,4.625649
8,energy_first,16,海晏北路-民安东路,216.04,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,397.0,0.86573,187.032309,0.866,0.866,13.47905556,14.92872222,0.0720680593,0.0798189483,9.710588
8,energy_first,17,民安东路-会展中心,216.44,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,398.0,0.72568,157.066179,0.7241,0.724,7.02172222,11.83480556,0.0447055009,0.0753491657,40.668884
8,energy_first,18,会展中心-院士路,216.24,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,399.0,1.5521,335.626104,1.5619,1.562,14.67919444,14.69419444,0.0437367483,0.0437814409,0.102081
8,energy_first,19,院士路-盎孟港,215.94,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,400.0,0.99407,214.659476,0.994,0.9941,13.20397222,17.02527778,0.0615112479,0.079312957,22.444894
8,energy_first,20,盎孟港-三官堂,215.94,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,401.0,1.87688,405.293467,1.876,1.8759,16.73961111,15.83044444,0.0413024449,0.0390592144,-5.743153
8,energy_first,21,三官堂-兴庄路,215.94,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,402.0,1.08017,233.25191,1.082,1.0821,15.00480556,10.50694444,0.0643287576,0.0450454809,-42.80846
8,energy_first,22,兴庄路-兴海南路,215.54,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,403.0,0.95886,206.672684,0.958,0.958,9.08177778,11.15880556,0.0439428065,0.0539926483,18.613352
8,energy_first,23,兴海南路-梅堰,215.54,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,404.0,0.83405,179.771137,0.833,0.833,11.61494444,12.10575,0.0646096178,0.0673397866,4.054318
8,energy_first,24,梅堰-永茂路,215.54,traceable_standard_plan_MASS,UP008_20240701_214424_R382,5.0,405.0,3.6751,792.131054,3.6759,3.6759,29.22197222,25.87141667,0.0368903252,0.0326605257,-12.9508
8,energy_first,25,永茂路-镇海大道,215.44,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,406.0,2.13248,459.421491,2.131,2.1311,11.48097222,16.08297222,0.0249900635,0.0350070089,28.614114
8,energy_first,26,镇海大道-骆驼桥,215.34,traceable_standard_plan_MASS,UP008_20240701_214424_R382,7.0,407.0,1.59676,343.846298,1.593,1.593,18.30411111,17.77719444,0.0532334104,0.0517009912,-2.964004
