站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,27.55,29.0,-1.45,117.45,12947.63,13422.51,13477.15,历史原始实测能耗,474.88,real,class3,class3,80,80,strong,real_only,215.24,UP003_20240701_102344_R111,2.0,111.0
张家潭-同德路,class2,148.0,27.56,29.0,-1.44,151.75,17599.22,17522.3,17482.78,历史原始实测能耗,-76.92,real,class2,class2,8,8,strong,real_only,215.24,UP003_20240701_102344_R111,2.0,112.0
同德路-石碶,class3,109.0,33.28,35.0,-1.72,112.05,13125.73,13071.5,12809.41,历史原始实测能耗,-54.23,real,class3,class3,60,60,strong,real_only,215.34,UP003_20240701_102344_R111,2.0,113.0
石碶-雅渡,class2,80.0,27.58,29.0,-1.42,81.85,11046.12,13041.46,12955.87,历史原始实测能耗,1995.34,real,class2,class2,38,38,strong,real_only,215.34,UP003_20240701_102344_R111,2.0,114.0
雅渡-庙堰,class4,139.0,27.58,29.0,-1.42,131.4,18155.36,21037.35,20027.64,历史原始实测能耗,2881.99,real,class4,class4,10,10,strong,real_only,215.34,UP003_20240701_102344_R111,2.0,115.0
庙堰-钟公庙,class3,96.0,28.53,30.0,-1.47,95.75,12482.54,13754.66,13658.81,历史原始实测能耗,1272.12,real,class3,class3,84,84,strong,real_only,215.54,UP003_20240701_102344_R111,2.0,116.0
钟公庙-鄞州区政府,class4,95.0,38.04,40.0,-1.96,90.3,7979.13,10268.27,10141.05,历史原始实测能耗,2289.14,real,class4,class4,1,1,weak,real_only,215.64,UP003_20240701_102344_R111,2.0,117.0
鄞州区政府-钱湖南路,class3,132.1,27.58,29.0,-1.42,132.5,16066.42,17377.92,16864.37,历史原始实测能耗,1311.5,real,class3,class3,62,62,strong,real_only,215.74,UP003_20240701_102344_R111,2.0,118.0
钱湖南路-南高教园区,class3,100.0,33.28,35.0,-1.72,100.55,13608.38,13706.01,13386.84,历史原始实测能耗,97.63,real,class3,class3,63,63,strong,real_only,215.84,UP003_20240701_102344_R111,2.0,119.0
南高教园区-下应路,class3,114.0,28.53,30.0,-1.47,113.3,18468.87,18303.06,17964.08,历史原始实测能耗,-165.81,real,class3,class3,63,63,strong,real_only,216.24,UP003_20240701_102344_R111,2.0,120.0
下应路-大洋江,class3,106.0,27.58,29.0,-1.42,106.95,11307.4,11924.55,11620.09,历史原始实测能耗,617.15,real,class3,class3,65,65,strong,real_only,216.24,UP003_20240701_102344_R111,2.0,121.0
大洋江-泗港,class3,92.0,27.58,29.0,-1.42,91.2,10764.14,11631.5,11372.44,历史原始实测能耗,867.36,real,class3,class3,99,99,strong,real_only,216.14,UP003_20240701_102344_R111,2.0,122.0
泗港-曹隘,class4,137.0,29.48,31.0,-1.52,135.05,22963.08,23419.64,23235.89,历史原始实测能耗,456.56,real,class4,class4,82,82,strong,real_only,215.94,UP003_20240701_102344_R111,2.0,123.0
