站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,27.83,29.0,-1.17,117.55,12906.3,14208.11,14118.17,历史原始实测能耗,1301.81,real,class3,class3,80,80,strong,real_only,215.34,UP004_20240701_123753_R165,3.0,165.0
张家潭-同德路,class2,148.0,27.79,29.0,-1.21,150.4,17599.22,17933.61,17878.86,历史原始实测能耗,334.39,real,class2,class2,8,8,strong,real_only,215.24,UP004_20240701_123753_R165,3.0,166.0
同德路-石碶,class3,109.0,33.55,35.0,-1.45,110.35,13094.43,12148.84,11926.44,历史原始实测能耗,-945.59,real,class3,class3,60,60,strong,real_only,215.24,UP004_20240701_123753_R165,3.0,167.0
石碶-雅渡,class2,80.0,27.79,29.0,-1.21,83.75,11046.12,13098.34,12982.27,历史原始实测能耗,2052.22,real,class2,class2,38,38,strong,real_only,215.34,UP004_20240701_123753_R165,3.0,168.0
雅渡-庙堰,class4,139.0,28.75,30.0,-1.25,132.05,18164.67,20638.43,19760.83,历史原始实测能耗,2473.76,real,class4,class4,10,10,strong,real_only,215.44,UP004_20240701_123753_R165,3.0,169.0
庙堰-钟公庙,class3,96.0,28.75,30.0,-1.25,95.45,12501.13,12912.19,12814.83,历史原始实测能耗,411.06,real,class3,class3,84,84,strong,real_only,215.64,UP004_20240701_123753_R165,3.0,170.0
钟公庙-鄞州区政府,class4,95.0,38.34,40.0,-1.66,91.35,7971.63,10123.19,9963.91,历史原始实测能耗,2151.56,real,class4,class4,1,1,weak,real_only,215.54,UP004_20240701_123753_R165,3.0,171.0
鄞州区政府-钱湖南路,class3,132.1,27.79,29.0,-1.21,131.95,16066.42,16379.14,15835.26,历史原始实测能耗,312.72,real,class3,class3,62,62,strong,real_only,215.74,UP004_20240701_123753_R165,3.0,172.0
钱湖南路-南高教园区,class3,100.0,32.59,34.0,-1.41,100.4,13597.37,13661.4,13328.85,历史原始实测能耗,64.03,real,class3,class3,63,63,strong,real_only,215.74,UP004_20240701_123753_R165,3.0,173.0
南高教园区-下应路,class3,114.0,28.75,30.0,-1.25,115.0,18422.25,18719.01,18448.17,历史原始实测能耗,296.76,real,class3,class3,63,63,strong,real_only,215.84,UP004_20240701_123753_R165,3.0,174.0
下应路-大洋江,class3,106.0,29.71,31.0,-1.29,105.15,11247.34,11223.55,11060.62,历史原始实测能耗,-23.79,real,class3,class3,65,65,strong,real_only,215.74,UP004_20240701_123753_R165,3.0,175.0
大洋江-泗港,class3,92.0,28.75,30.0,-1.25,91.5,10720.52,10679.37,10439.7,历史原始实测能耗,-41.15,real,class3,class3,99,99,strong,real_only,215.54,UP004_20240701_123753_R165,3.0,176.0
泗港-曹隘,class4,137.0,29.71,31.0,-1.29,134.5,22914.62,23305.87,23071.46,历史原始实测能耗,391.25,real,class4,class4,82,82,strong,real_only,215.54,UP004_20240701_123753_R165,3.0,177.0
曹隘-柳隘,class4,113.0,28.75,30.0,-1.25,106.7,15939.04,20871.03,20714.23,历史原始实测能耗,4931.99,real,class4,class4,1,1,weak,real_only,215.54,UP004_20240701_123753_R165,3.0,178.0
柳隘-海晏北路,class3,92.0,43.13,45.0,-1.87,90.15,11469.31,14348.07,14440.56,历史原始实测能耗,2878.76,real,class3,class3,35,35,strong,real_only,215.74,UP004_20240701_123753_R165,3.0,179.0
海晏北路-民安东路,class3,85.0,28.75,30.0,-1.25,83.35,14825.85,15734.55,15484.1,历史原始实测能耗,908.7,real,class3,class3,41,41,strong,real_only,217.44,UP004_20240701_123753_R165,3.0,180.0
民安东路-会展中心,class3,79.0,28.75,30.0,-1.25,76.75,11685.18,12259.46,12245.42,历史原始实测能耗,574.28,real,class3,class3,8,8,strong,real_only,217.34,UP004_20240701_123753_R165,3.0,181.0
会展中心-院士路,class3,115.0,28.75,30.0,-1.25,114.6,14971.59,14992.71,14895.36,历史原始实测能耗,21.12,real,class3,class3,104,104,strong,real_only,216.84,UP004_20240701_123753_R165,3.0,182.0
院士路-盎孟港,class3,91.0,27.79,29.0,-1.21,89.75,17872.78,18676.97,18570.93,历史原始实测能耗,804.19,real,class3,class3,99,99,strong,real_only,216.44,UP004_20240701_123753_R165,3.0,183.0
盎孟港-三官堂,class2,132.0,32.59,34.0,-1.41,138.2,17607.97,16344.69,15888.01,历史原始实测能耗,-1263.28,real,class2,class2,52,52,strong,real_only,216.14,UP004_20240701_123753_R165,3.0,184.0
三官堂-兴庄路,class3,104.0,29.71,31.0,-1.29,104.7,10532.64,10456.83,10252.96,历史原始实测能耗,-75.81,real,class3,class3,58,58,strong,real_only,216.24,UP004_20240701_123753_R165,3.0,185.0
兴庄路-兴海南路,class2,87.0,28.75,30.0,-1.25,91.1,15908.24,12283.34,12104.69,历史原始实测能耗,-3624.9,real,class2,class2,30,30,strong,real_only,216.04,UP004_20240701_123753_R165,3.0,186.0
兴海南路-梅堰,class3,82.0,34.5,36.0,-1.5,81.4,11356.58,12824.43,12783.58,历史原始实测能耗,1467.85,real,class3,class3,73,73,strong,real_only,215.94,UP004_20240701_123753_R165,3.0,187.0
梅堰-永茂路,class4,329.0,26.84,28.0,-1.16,328.35,26636.05,26160.33,,历史原始实测能耗,-475.72,real,class4,class4,26,26,strong,real_only,216.14,UP004_20240701_123753_R165,2.0,188.0
永茂路-镇海大道,class4,156.0,26.84,28.0,-1.16,142.5,16083.81,18070.62,17602.68,历史原始实测能耗,1986.81,real,class4,class4,1,1,weak,real_only,216.14,UP004_20240701_123753_R165,3.0,189.0
镇海大道-骆驼桥,class4,128.0,0.0,0.0,0.0,116.4,17321.84,20191.62,19923.13,历史原始实测能耗,2869.78,real,class4,class4,1,1,weak,real_only,215.74,UP004_20240701_123753_R165,3.0,190.0
--- 总计 ---,节能率: 4.85%,3056.1,755.25,788.0,-32.75,3811.35,388462.9,408245.7,376535.02,历史原始实测能耗,19782.8,,,,,,,real_only,,,,
