站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
泗港-曹隘,class4,137.0,30.99,31.0,-0.01,134.6,24127.28,22756.5,23852.71,历史原始实测能耗,-1370.78,real,class4,class4,82,82,strong,energy_first,215.64,UP049_20240709_061859_R2615,48.0,2627.0
曹隘-柳隘,class3,108.0,29.99,30.0,-0.01,106.65,15961.42,20434.25,16859.88,历史原始实测能耗,4472.83,real,class3,class3,38,38,strong,energy_first,215.54,UP049_20240709_061859_R2615,48.0,2628.0
柳隘-海晏北路,class3,92.0,44.99,45.0,-0.01,88.6,11444.4,14715.04,14893.97,历史原始实测能耗,3270.64,real,class3,class3,35,35,strong,energy_first,215.74,UP049_20240709_061859_R2615,48.0,2629.0
海晏北路-民安东路,class3,85.0,29.99,30.0,-0.01,83.55,13718.13,15401.99,14129.85,历史原始实测能耗,1683.86,real,class3,class3,41,41,strong,energy_first,215.74,UP049_20240709_061859_R2615,48.0,2630.0
民安东路-会展中心,class3,79.0,28.99,29.0,-0.01,76.95,11546.27,12052.62,11680.14,历史原始实测能耗,506.35,real,class3,class3,8,8,strong,energy_first,215.74,UP049_20240709_061859_R2615,47.0,2631.0
会展中心-院士路,class3,115.0,28.99,29.0,-0.01,114.75,14351.63,14945.69,14451.74,历史原始实测能耗,594.06,real,class3,class3,104,104,strong,energy_first,215.74,UP049_20240709_061859_R2615,47.0,2632.0
院士路-盎孟港,class3,91.0,28.99,29.0,-0.01,90.15,16436.66,19353.6,18074.24,历史原始实测能耗,2916.94,real,class3,class3,99,99,strong,energy_first,215.44,UP049_20240709_061859_R2615,47.0,2633.0
盎孟港-三官堂,class2,132.0,29.99,30.0,-0.01,130.35,17757.2,19048.68,19282.15,历史原始实测能耗,1291.48,real,class2,class2,52,52,strong,energy_first,215.44,UP049_20240709_061859_R2615,47.0,2634.0
三官堂-兴庄路,class1,94.0,30.99,31.0,-0.01,98.35,13531.83,11433.37,12387.9,历史原始实测能耗,-2098.46,extrapolated_adjacent,class2,class2,0,46,generated,energy_first,215.54,UP049_20240709_061859_R2615,47.0,2635.0
兴庄路-兴海南路,class2,87.0,29.99,30.0,-0.01,88.15,16270.83,14483.25,14191.62,历史原始实测能耗,-1787.58,real,class2,class2,30,30,strong,energy_first,215.44,UP049_20240709_061859_R2615,47.0,2636.0
兴海南路-梅堰,class3,82.0,29.99,30.0,-0.01,81.25,11120.98,12654.78,12564.49,历史原始实测能耗,1533.8,real,class3,class3,73,73,strong,energy_first,215.44,UP049_20240709_061859_R2615,47.0,2637.0
梅堰-永茂路,class3,313.0,26.99,27.0,-0.01,317.3,30280.55,28805.27,30253.59,历史原始实测能耗,-1475.28,real,class3,class3,20,20,strong,energy_first,215.54,UP049_20240709_061859_R2615,37.0,2638.0
永茂路-镇海大道,class2,141.0,27.99,28.0,-0.01,141.9,18016.59,17375.76,17836.12,历史原始实测能耗,-640.83,real,class2,class2,59,59,strong,energy_first,215.34,UP049_20240709_061859_R2615,47.0,2639.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,116.35,19925.7,20530.99,20126.78,历史原始实测能耗,605.29,real,class2,class2,101,101,strong,energy_first,215.34,UP049_20240709_061859_R2615,47.0,2640.0
--- 总计 ---,节能率: 5.98%,2965.9,774.85,775.0,-0.15,3740.75,409087.15,435104.2,430688.36,历史原始实测能耗,26017.05,,,,,,,energy_first,,,,
