站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,28.79,29.0,-0.21,116.9,12947.95,14023.36,14004.29,历史原始实测能耗,1075.41,real,class3,class3,80,80,strong,real_only,215.24,UP049_20240709_061859_R2615,48.0,2615.0
张家潭-同德路,class2,148.0,29.84,30.0,-0.16,151.1,17396.37,18642.76,18021.36,历史原始实测能耗,1246.39,real,class2,class2,8,8,strong,real_only,215.24,UP049_20240709_061859_R2615,48.0,2616.0
同德路-石碶,class3,109.0,34.81,35.0,-0.19,105.85,12861.48,15987.9,15761.22,历史原始实测能耗,3126.42,real,class3,class3,60,60,strong,real_only,215.24,UP049_20240709_061859_R2615,48.0,2617.0
石碶-雅渡,class2,80.0,29.84,30.0,-0.16,78.6,11059.77,12899.81,12784.23,历史原始实测能耗,1840.04,real,class2,class2,38,38,strong,real_only,215.44,UP049_20240709_061859_R2615,48.0,2618.0
雅渡-庙堰,class2,129.0,29.84,30.0,-0.16,132.85,20615.01,19916.74,19738.56,历史原始实测能耗,-698.27,real,class2,class2,32,32,strong,real_only,215.54,UP049_20240709_061859_R2615,48.0,2619.0
庙堰-钟公庙,class3,96.0,28.84,29.0,-0.16,94.25,12563.22,15426.94,15659.75,历史原始实测能耗,2863.72,real,class3,class3,84,84,strong,real_only,215.54,UP049_20240709_061859_R2615,48.0,2620.0
钟公庙-鄞州区政府,class3,90.0,38.79,39.0,-0.21,89.15,10058.83,13993.45,13670.44,历史原始实测能耗,3934.62,real,class3,class3,108,108,strong,real_only,215.44,UP049_20240709_061859_R2615,48.0,2621.0
鄞州区政府-钱湖南路,class2,128.0,28.84,29.0,-0.16,127.8,18434.81,17695.37,17438.13,历史原始实测能耗,-739.44,real,class2,class2,45,45,strong,real_only,215.54,UP049_20240709_061859_R2615,48.0,2622.0
钱湖南路-南高教园区,class3,100.0,34.81,35.0,-0.19,96.7,13867.71,15605.6,15901.64,历史原始实测能耗,1737.89,real,class3,class3,63,63,strong,real_only,215.74,UP049_20240709_061859_R2615,48.0,2623.0
南高教园区-下应路,class2,110.0,29.84,30.0,-0.16,110.5,21281.1,21036.46,21777.99,历史原始实测能耗,-244.64,real,class2,class2,44,44,strong,real_only,215.64,UP049_20240709_061859_R2615,48.0,2624.0
