send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,17,,07/0370316,16,0,2320,max,64.78,44.31,63.94,1040,64.78,64.69,64.35,0,64.78,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip017,"<setPositionSpeed trainID=""priority_history_trip017"" speed=""64.78"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,17,,07/0370316,16,0,3029,max,64.22,48.02,62.77,1792,64.22,63.9,63.72,0,64.22,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip017,"<setPositionSpeed trainID=""priority_history_trip017"" speed=""64.22"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,17,,07/0370316,16,0,2098,max,77.53,45.71,76.33,624,77.53,77.4,77.06,0,77.53,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip017,"<setPositionSpeed trainID=""priority_history_trip017"" speed=""77.53"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,17,,07/0370316,16,0,1578,max,75.21,37.76,71.88,215,75.21,75.02,72.48,0,75.21,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip017,"<setPositionSpeed trainID=""priority_history_trip017"" speed=""75.21"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,17,,07/0370316,16,0,2674,max,72.84,50.09,71.36,1289,72.84,72.73,71.88,0,72.84,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip017,"<setPositionSpeed trainID=""priority_history_trip017"" speed=""72.84"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,17,,07/0370316,16,0,1893,max,77.61,41.38,74.12,420,77.61,77.45,74.88,0,77.61,single-route,,,,,priority_history_trip017,,
7,钟公庙-鄞州区政府,17,,07/0370316,16,0,1793,max,74.98,39.54,70.46,338,74.98,74.74,71.39,0,74.98,single-route,,,,,priority_history_trip017,,
8,鄞州区政府-钱湖南路,17,,07/0370316,16,0,2551,max,77.31,51.14,75.88,1102,77.31,77.09,76.62,0,77.31,single-route,,,,,priority_history_trip017,,
9,钱湖南路-南高教园区,17,,07/0370316,16,0,1942,max,77.6,43.37,76.72,463,77.6,77.51,77.43,0,77.6,single-route,,,,,priority_history_trip017,,
10,南高教园区-下应路,17,,07/0370316,16,0,2214,max,77.7,47.23,77.09,710,77.7,77.66,77.62,0,77.7,single-route,,,,,priority_history_trip017,,
11,下应路-大洋江,17,,07/0370316,16,0,2029,max,71.92,43.07,71.27,633,71.92,71.85,71.72,0,71.92,single-route,,,,,priority_history_trip017,,
12,大洋江-泗港,17,,07/0370316,16,0,1833,max,62.99,37.7,61,615,62.99,62.79,61.65,0,62.99,single-route,,,,,priority_history_trip017,,
13,泗港-曹隘,17,,07/0370316,16,0,2695,max,77.72,48.06,76.81,921,77.72,77.55,77.42,0,77.72,single-route,,,,,priority_history_trip017,,
14,曹隘-柳隘,17,,07/0370316,16,0,2143,max,75.61,43.94,73.48,462,75.61,75.23,74.64,0,75.61,single-route,,,,,priority_history_trip017,,
15,柳隘-海晏北路,17,,07/0370316,16,0,1781,max,77.64,39.7,76.44,286,77.64,77.6,77.5,0,77.64,single-route,,,,,priority_history_trip017,,
16,海晏北路-民安东路,17,,07/0370316,16,0,1682,max,73.49,37.04,71.52,211,73.49,73.39,72.64,0,73.49,single-route,,,,,priority_history_trip017,,
17,民安东路-会展中心,17,,07/0370316,16,0,1535,max,68.15,34.04,66.43,199,68.15,68.08,67.34,0,68.15,single-route,,,,,priority_history_trip017,,
18,会展中心-院士路,17,,07/0370316,16,0,2294,max,77.5,48.73,76.92,826,77.5,77.45,77.41,0,77.5,single-route,,,,,priority_history_trip017,,
19,院士路-盎孟港,17,,07/0370316,16,0,1791,max,77.52,39.97,75.46,238,77.52,77.46,76.9,0,77.52,single-route,,,,,priority_history_trip017,,
20,盎孟港-三官堂,17,,07/0370316,16,0,2614,max,77,51.73,76.06,1163,77,76.83,76.62,0,77,single-route,,,,,priority_history_trip017,,
21,三官堂-兴庄路,17,,07/0370316,16,0,1967,max,62.96,39.57,61.85,701,62.96,62.83,62.48,0,62.96,single-route,,,,,priority_history_trip017,,
22,兴庄路-兴海南路,17,,07/0370316,16,0,1770,max,72.02,39,71.22,371,72.02,71.98,71.95,0,72.02,single-route,,,,,priority_history_trip017,,
23,兴海南路-梅堰,17,,07/0370316,16,0,1629,max,77.32,36.84,75.41,159,77.32,77.27,76.03,0,77.32,single-route,,,,,priority_history_trip017,,
24,梅堰-永茂路,17,,07/0370316,16,1,6580,max,56.7,40.23,55.48,2122,56.7,56,55.87,0,56.7,single-route,,,,,priority_history_trip017,,
25,永茂路-镇海大道,17,,07/0370316,16,0,2838,max,77.58,54.09,77.14,1333,77.58,77.52,77.48,0,77.58,single-route,,,,,priority_history_trip017,,
26,镇海大道-骆驼桥,17,,07/0370316,16,0,2340,max,77.68,49.17,77.17,867,77.68,77.65,77.6,0,77.68,single-route,,,,,priority_history_trip017,,
