send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,65,,07/1571564,64,0,2348,max,65.06,43.81,63.8,1074,65.06,64.85,64.14,0,65.06,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip065,"<setPositionSpeed trainID=""priority_history_trip065"" speed=""65.06"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,65,,07/1571564,64,0,3019,max,64.8,48.2,63.41,1765,64.8,64.48,64.02,0,64.8,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip065,"<setPositionSpeed trainID=""priority_history_trip065"" speed=""64.8"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,65,,07/1571564,64,0,2229,max,67.19,42.98,66.44,889,67.19,67.07,66.71,0,67.19,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip065,"<setPositionSpeed trainID=""priority_history_trip065"" speed=""67.19"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,65,,07/1571564,64,0,1646,max,74.21,36.19,72.24,168,74.21,74.12,72.88,0,74.21,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip065,"<setPositionSpeed trainID=""priority_history_trip065"" speed=""74.21"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,65,,07/1571564,64,0,2625,max,76.4,51.04,75.07,1154,76.4,76.13,75.46,0,76.4,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip065,"<setPositionSpeed trainID=""priority_history_trip065"" speed=""76.4"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,65,,07/1571564,64,0,1927,max,69.73,40.62,67.88,568,69.73,69.59,68.26,0,69.73,single-route,,,,,priority_history_trip065,,
7,钟公庙-鄞州区政府,65,,07/1571564,64,0,1828,max,67.02,38.8,66.09,512,67.02,66.98,66.85,0,67.02,single-route,,,,,priority_history_trip065,,
8,鄞州区政府-钱湖南路,65,,07/1571564,64,0,2629,max,71.25,49.66,70.73,1252,71.25,71.19,71.13,0,71.25,single-route,,,,,priority_history_trip065,,
9,钱湖南路-南高教园区,65,,07/1571564,64,0,1993,max,69.3,42.24,68.57,656,69.3,69.23,69.08,0,69.3,single-route,,,,,priority_history_trip065,,
10,南高教园区-下应路,65,,07/1571564,64,0,2288,max,71.2,45.7,70.4,891,71.2,71.04,70.79,0,71.2,single-route,,,,,priority_history_trip065,,
