send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,2,,07/0170101,1,0,2271,cruise-avg,73.37,45.29,73.37,177,75.59,75.46,72.69,0,73.37,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip002,"<setPositionSpeed trainID=""priority_history_trip002"" speed=""73.37"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,2,,07/0170101,1,0,2933,cruise-avg,66.19,49.58,66.19,1641,67.24,67.17,67.05,0,66.19,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip002,"<setPositionSpeed trainID=""priority_history_trip002"" speed=""66.19"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,2,,07/0170101,1,0,2091,cruise-avg,76.96,45.81,76.96,605,77.63,77.58,77.52,0,76.96,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip002,"<setPositionSpeed trainID=""priority_history_trip002"" speed=""76.96"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,2,,07/0170101,1,0,1633,cruise-avg,72.87,36.49,72.87,167,74.87,74.76,73.49,0,72.87,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip002,"<setPositionSpeed trainID=""priority_history_trip002"" speed=""72.87"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,2,,07/0170101,1,0,2577,cruise-avg,77.22,51.98,77.22,1097,77.88,77.82,77.67,0,77.22,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip002,"<setPositionSpeed trainID=""priority_history_trip002"" speed=""77.22"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,2,,07/0170101,1,0,1886,cruise-avg,73.81,41.51,73.81,444,77.67,77.49,74.97,0,73.81,single-route,,,,,priority_history_trip002,,
7,钟公庙-鄞州区政府,2,,07/0170101,1,0,1780,cruise-avg,76.46,39.83,76.46,290,77.79,77.68,77.51,0,76.46,single-route,,,,,priority_history_trip002,,
8,鄞州区政府-钱湖南路,2,,07/0170101,1,0,2539,cruise-avg,77.24,51.38,77.24,1056,77.63,77.58,77.56,0,77.24,single-route,,,,,priority_history_trip002,,
9,钱湖南路-南高教园区,2,,07/0170101,1,0,1935,cruise-avg,76.88,43.5,76.88,479,77.65,77.63,77.51,0,76.88,single-route,,,,,priority_history_trip002,,
10,南高教园区-下应路,2,,07/0170101,1,0,2201,cruise-avg,77.17,47.5,77.17,715,77.75,77.69,77.65,0,77.17,single-route,,,,,priority_history_trip002,,
