send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,33,,07/0570532,32,1,2398,cruise-avg,60.46,42.9,60.46,1176,62.27,61.92,60.66,0,60.46,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip033,"<setPositionSpeed trainID=""priority_history_trip033"" speed=""60.46"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,33,,07/0570532,32,1,3017,cruise-avg,63.44,48.22,63.44,1763,64.84,64.54,64.08,0,63.44,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip033,"<setPositionSpeed trainID=""priority_history_trip033"" speed=""63.44"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,33,,07/0570532,32,1,2213,cruise-avg,66.39,43.29,66.39,885,67.42,67.21,66.7,0,66.39,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip033,"<setPositionSpeed trainID=""priority_history_trip033"" speed=""66.39"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,33,,07/0570532,32,1,1644,cruise-avg,72.34,36.22,72.34,168,74.21,74.13,73.08,0,72.34,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip033,"<setPositionSpeed trainID=""priority_history_trip033"" speed=""72.34"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,33,,07/0570532,32,1,2629,cruise-avg,75.11,50.95,75.11,1134,76.45,76.16,75.44,0,75.11,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip033,"<setPositionSpeed trainID=""priority_history_trip033"" speed=""75.11"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,33,,07/0570532,32,1,1917,cruise-avg,68.01,40.83,68.01,559,69.97,69.84,68.29,0,68.01,single-route,,,,,priority_history_trip033,,
7,钟公庙-鄞州区政府,33,,07/0570532,32,1,1808,cruise-avg,66.45,39.22,66.45,515,67.7,67.63,66.88,0,66.45,single-route,,,,,priority_history_trip033,,
8,鄞州区政府-钱湖南路,33,,07/0570532,32,1,2645,cruise-avg,70.62,49.34,70.62,1256,71.28,71.17,71.1,0,70.62,single-route,,,,,priority_history_trip033,,
9,钱湖南路-南高教园区,33,,07/0570532,32,1,2025,cruise-avg,66.67,41.57,66.67,694,69.2,68.89,67.11,0,66.67,single-route,,,,,priority_history_trip033,,
10,南高教园区-下应路,33,,07/0570532,32,1,2284,cruise-avg,70.28,45.79,70.28,880,71.35,71.15,70.99,0,70.28,single-route,,,,,priority_history_trip033,,
11,下应路-大洋江,33,,07/0570532,32,1,2136,cruise-avg,61.37,40.92,61.37,893,61.85,61.81,61.76,0,61.37,single-route,,,,,priority_history_trip033,,
12,大洋江-泗港,33,,07/0570532,32,1,1824,cruise-avg,60.81,37.82,60.81,594,62.38,62.17,61.34,0,60.81,single-route,,,,,priority_history_trip033,,
13,泗港-曹隘,33,,07/0570532,32,1,2713,cruise-avg,76.54,47.74,76.54,858,77.34,77.16,77.1,0,76.54,single-route,,,,,priority_history_trip033,,
14,曹隘-柳隘,33,,07/0570532,32,1,2145,cruise-avg,73.28,43.91,73.28,464,75.6,75.3,74.31,0,73.28,single-route,,,,,priority_history_trip033,,
15,柳隘-海晏北路,33,,07/0570532,32,1,1780,cruise-avg,76.09,39.69,76.09,290,77.24,77.18,77.07,0,76.09,single-route,,,,,priority_history_trip033,,
16,海晏北路-民安东路,33,,07/0570532,32,1,1689,cruise-avg,71,36.89,71,222,72.87,72.81,72.21,0,71,single-route,,,,,priority_history_trip033,,
17,民安东路-会展中心,33,,07/0570532,32,1,1549,cruise-avg,66.29,33.75,66.29,198,67.9,67.81,67.46,0,66.29,single-route,,,,,priority_history_trip033,,
18,会展中心-院士路,33,,07/0570532,32,1,2306,cruise-avg,76.53,48.46,76.53,834,77.13,77.06,77.02,0,76.53,single-route,,,,,priority_history_trip033,,
19,院士路-盎孟港,33,,07/0570532,32,1,1824,cruise-avg,75.41,39.26,75.41,257,77.19,77.06,76.93,0,75.41,single-route,,,,,priority_history_trip033,,
20,盎孟港-三官堂,33,,07/0570532,32,1,2695,cruise-avg,72.25,50.2,72.25,1276,73.55,73.28,72.51,0,72.25,single-route,,,,,priority_history_trip033,,
21,三官堂-兴庄路,33,,07/0570532,32,1,2063,cruise-avg,54.29,37.7,54.29,928,54.94,54.9,54.72,0,54.29,single-route,,,,,priority_history_trip033,,
22,兴庄路-兴海南路,33,,07/0570532,32,1,1835,cruise-avg,60.75,37.62,60.75,606,63.19,62.83,60.93,0,60.75,single-route,,,,,priority_history_trip033,,
23,兴海南路-梅堰,33,,07/0570532,32,1,1643,cruise-avg,75.08,36.53,75.08,162,76.91,76.83,75.83,0,75.08,single-route,,,,,priority_history_trip033,,
24,梅堰-永茂路,33,,07/0870832,32,0,6369,cruise-avg,62.98,42.21,62.98,1792,63.79,63.55,63.36,0,62.98,single-route,,,,,priority_history_trip033,,
25,永茂路-镇海大道,33,,07/0570532,32,1,2859,cruise-avg,76.77,53.74,76.77,1338,77.22,77.16,77.11,0,76.77,single-route,,,,,priority_history_trip033,,
26,镇海大道-骆驼桥,33,,07/0570532,32,1,2352,cruise-avg,76.78,48.87,76.78,860,77.28,77.24,77.19,0,76.78,single-route,,,,,priority_history_trip033,,
