send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,7,,07/0170106,6,0,2354,cruise-avg,63.94,43.69,63.94,1087,65.58,65.33,64.41,0,63.94,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip007,"<setPositionSpeed trainID=""priority_history_trip007"" speed=""63.94"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,7,,07/0170106,6,0,3000,cruise-avg,63.52,48.52,63.52,1765,65.53,65.12,64.44,0,63.52,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip007,"<setPositionSpeed trainID=""priority_history_trip007"" speed=""63.52"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,7,,07/0170106,6,0,2190,cruise-avg,66.43,43.75,66.43,874,67.65,67.5,67.01,0,66.43,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip007,"<setPositionSpeed trainID=""priority_history_trip007"" speed=""66.43"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,7,,07/0170106,6,0,1679,cruise-avg,67.43,35.47,67.43,234,70.28,70.17,68.56,0,67.43,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip007,"<setPositionSpeed trainID=""priority_history_trip007"" speed=""67.43"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,7,,07/0170106,6,0,2618,cruise-avg,75.18,51.18,75.18,1128,76.85,76.6,75.73,0,75.18,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip007,"<setPositionSpeed trainID=""priority_history_trip007"" speed=""75.18"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,7,,07/0170106,6,0,1902,cruise-avg,68.19,41.19,68.19,566,70.43,70.26,68.61,0,68.19,single-route,,,,,priority_history_trip007,,
7,钟公庙-鄞州区政府,7,,07/0170106,6,0,1831,cruise-avg,64.45,38.71,64.45,524,66.96,66.85,64.53,0,64.45,single-route,,,,,priority_history_trip007,,
8,鄞州区政府-钱湖南路,7,,07/0170106,6,0,2633,cruise-avg,70.78,49.57,70.78,1264,71.87,71.69,71.48,0,70.78,single-route,,,,,priority_history_trip007,,
9,钱湖南路-南高教园区,7,,07/0170106,6,0,2029,cruise-avg,64.68,41.51,64.68,765,67.13,66.89,65.19,0,64.68,single-route,,,,,priority_history_trip007,,
10,南高教园区-下应路,7,,07/0170106,6,0,2292,cruise-avg,70.38,45.62,70.38,906,71.53,71.38,71.17,0,70.38,single-route,,,,,priority_history_trip007,,
11,下应路-大洋江,7,,07/0170106,6,0,2116,cruise-avg,63.1,41.31,63.1,836,63.88,63.84,63.75,0,63.1,single-route,,,,,priority_history_trip007,,
12,大洋江-泗港,7,,07/0170106,6,0,1830,cruise-avg,59.33,37.72,59.33,630,61.19,60.99,60.06,0,59.33,single-route,,,,,priority_history_trip007,,
13,泗港-曹隘,7,,07/0170106,6,0,2695,cruise-avg,77.03,48.07,77.03,831,77.73,77.62,77.55,0,77.03,single-route,,,,,priority_history_trip007,,
14,曹隘-柳隘,7,,07/0170106,6,0,2125,cruise-avg,73.45,44.31,73.45,470,75.65,75.29,74.63,0,73.45,single-route,,,,,priority_history_trip007,,
15,柳隘-海晏北路,7,,07/0170106,6,1,1774,cruise-avg,73.29,39.83,73.29,356,76.21,76.06,73.84,0,73.29,single-route,,,,,priority_history_trip007,,
16,海晏北路-民安东路,7,,07/0170106,6,1,1684,cruise-avg,71.39,36.97,71.39,214,73.35,73.26,72.64,0,71.39,single-route,,,,,priority_history_trip007,,
17,民安东路-会展中心,7,,07/0170106,6,1,1543,cruise-avg,66.4,33.85,66.4,187,68.21,68.16,67.41,0,66.4,single-route,,,,,priority_history_trip007,,
18,会展中心-院士路,7,,07/0170106,6,1,2297,cruise-avg,76.97,48.66,76.97,827,77.6,77.5,77.47,0,76.97,single-route,,,,,priority_history_trip007,,
19,院士路-盎孟港,7,,07/0170106,6,1,1801,cruise-avg,75.31,39.73,75.31,239,77.49,77.42,76.51,0,75.31,single-route,,,,,priority_history_trip007,,
20,盎孟港-三官堂,7,,07/0170106,6,1,2807,cruise-avg,66.13,48.16,66.13,1499,67.7,67.41,66.49,0,66.13,single-route,,,,,priority_history_trip007,,
21,三官堂-兴庄路,7,,07/0170106,6,1,2061,cruise-avg,54.44,37.75,54.44,920,54.97,54.92,54.85,0,54.44,single-route,,,,,priority_history_trip007,,
22,兴庄路-兴海南路,7,,07/0170106,6,1,1820,cruise-avg,61.16,37.92,61.16,594,64.01,63.77,61.61,0,61.16,single-route,,,,,priority_history_trip007,,
23,兴海南路-梅堰,7,,07/0170106,6,1,1626,cruise-avg,72.13,36.91,72.13,251,73.53,73.44,72.8,0,72.13,single-route,,,,,priority_history_trip007,,
24,梅堰-永茂路,7,,07/0270206,6,0,6590,cruise-avg,55.38,40.17,55.38,2129,56.64,55.9,55.78,0,55.38,single-route,,,,,priority_history_trip007,,
25,永茂路-镇海大道,7,,07/0170106,6,1,2850,cruise-avg,77.24,53.89,77.24,1330,77.67,77.58,77.55,0,77.24,single-route,,,,,priority_history_trip007,,
26,镇海大道-骆驼桥,7,,07/0170106,6,1,2338,cruise-avg,77.23,49.17,77.23,863,77.78,77.71,77.64,0,77.23,single-route,,,,,priority_history_trip007,,
