站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,28.51,30.0,-1.49,116.85,12906.3,13448.76,13255.28,历史原始实测能耗,542.46,real,class3,class3,80,80,strong,real_only,215.34,UP067_20240716_074738_R3654,66.0,3654.0
张家潭-同德路,class2,148.0,28.56,30.0,-1.44,151.5,17737.88,17940.65,17735.05,历史原始实测能耗,202.77,real,class2,class2,8,8,strong,real_only,215.84,UP067_20240716_074738_R3654,66.0,3655.0
同德路-石碶,class3,109.0,33.32,35.0,-1.68,105.8,13476.87,15801.19,15754.2,历史原始实测能耗,2324.32,real,class3,class3,60,60,strong,real_only,216.72,UP067_20240716_074738_R3654,66.0,3656.0
石碶-雅渡,class2,80.0,27.61,29.0,-1.39,82.1,11030.85,13696.03,13350.53,历史原始实测能耗,2665.18,real,class2,class2,38,38,strong,real_only,224.8,UP067_20240716_074738_R3654,66.0,3657.0
雅渡-庙堰,class3,131.9,27.61,29.0,-1.39,130.05,21455.88,22986.28,22414.76,历史原始实测能耗,1530.4,real,class3,class3,67,67,strong,real_only,229.2,UP067_20240716_074738_R3654,66.0,3658.0
庙堰-钟公庙,class3,96.0,27.61,29.0,-1.39,94.65,13832.44,16871.15,16645.09,历史原始实测能耗,3038.71,real,class3,class3,84,84,strong,real_only,232.0,UP067_20240716_074738_R3654,66.0,3659.0
钟公庙-鄞州区政府,class4,95.0,38.08,40.0,-1.92,89.65,8887.02,13866.73,13686.98,历史原始实测能耗,4979.71,real,class4,class4,1,1,weak,real_only,234.1,UP067_20240716_074738_R3654,66.0,3660.0
鄞州区政府-钱湖南路,class3,132.1,28.56,30.0,-1.44,128.1,18234.17,19128.42,19109.96,历史原始实测能耗,894.25,real,class3,class3,62,62,strong,real_only,235.5,UP067_20240716_074738_R3654,66.0,3661.0
钱湖南路-南高教园区,class3,100.0,33.32,35.0,-1.68,97.15,15379.3,17360.79,17225.04,历史原始实测能耗,1981.49,real,class3,class3,63,63,strong,real_only,237.5,UP067_20240716_074738_R3654,66.0,3662.0
南高教园区-下应路,class3,114.0,28.56,30.0,-1.44,110.95,20470.82,23182.7,22654.91,历史原始实测能耗,2711.88,real,class3,class3,63,63,strong,real_only,240.7,UP067_20240716_074738_R3654,66.0,3663.0
