站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,28.58,30.0,-1.42,116.8,12947.63,13470.93,13698.58,历史原始实测能耗,523.3,real,class3,class3,80,80,strong,real_only,215.24,UP042_20240708_073251_R2252,41.0,2252.0
张家潭-同德路,class2,148.0,28.54,30.0,-1.46,150.8,17545.57,17564.43,17655.91,历史原始实测能耗,18.86,real,class2,class2,8,8,strong,real_only,215.94,UP042_20240708_073251_R2252,41.0,2253.0
同德路-石碶,class3,109.0,32.35,34.0,-1.65,106.15,13400.65,16328.44,16531.74,历史原始实测能耗,2927.79,real,class3,class3,60,60,strong,real_only,216.42,UP042_20240708_073251_R2252,41.0,2254.0
石碶-雅渡,class2,80.0,27.59,29.0,-1.41,79.25,10944.77,12340.67,12367.88,历史原始实测能耗,1395.9,real,class2,class2,38,38,strong,real_only,220.6,UP042_20240708_073251_R2252,41.0,2255.0
雅渡-庙堰,class2,129.0,27.59,29.0,-1.41,133.7,21441.23,20805.04,20574.9,历史原始实测能耗,-636.19,real,class2,class2,32,32,strong,real_only,222.3,UP042_20240708_073251_R2252,41.0,2256.0
庙堰-钟公庙,class3,96.0,27.59,29.0,-1.41,94.45,13328.86,17132.49,17262.95,历史原始实测能耗,3803.63,real,class3,class3,84,84,strong,real_only,225.9,UP042_20240708_073251_R2252,41.0,2257.0
钟公庙-鄞州区政府,class4,95.0,37.11,39.0,-1.89,89.8,8567.56,12508.22,12536.67,历史原始实测能耗,3940.66,real,class4,class4,1,1,weak,real_only,228.2,UP042_20240708_073251_R2252,41.0,2258.0
鄞州区政府-钱湖南路,class3,132.1,27.59,29.0,-1.41,128.45,17846.05,19610.14,20202.68,历史原始实测能耗,1764.09,real,class3,class3,62,62,strong,real_only,231.4,UP042_20240708_073251_R2252,41.0,2259.0
钱湖南路-南高教园区,class3,100.0,33.3,35.0,-1.7,97.05,15060.43,17206.48,17343.85,历史原始实测能耗,2146.05,real,class3,class3,63,63,strong,real_only,233.6,UP042_20240708_073251_R2252,41.0,2260.0
南高教园区-下应路,class3,114.0,28.54,30.0,-1.46,109.85,20068.39,23055.01,23085.51,历史原始实测能耗,2986.62,real,class3,class3,63,63,strong,real_only,236.7,UP042_20240708_073251_R2252,41.0,2261.0
下应路-大洋江,class3,106.0,28.54,30.0,-1.46,101.25,13127.89,15086.76,15441.99,历史原始实测能耗,1958.87,real,class3,class3,65,65,strong,real_only,238.6,UP042_20240708_073251_R2252,41.0,2262.0
大洋江-泗港,class3,92.0,28.54,30.0,-1.46,91.8,11627.81,12433.83,12293.21,历史原始实测能耗,806.02,real,class3,class3,99,99,strong,real_only,238.5,UP042_20240708_073251_R2252,41.0,2263.0
泗港-曹隘,class4,137.0,29.49,31.0,-1.51,130.8,24984.0,24521.01,24655.14,历史原始实测能耗,-462.99,real,class4,class4,82,82,strong,real_only,238.9,UP042_20240708_073251_R2252,41.0,2264.0
曹隘-柳隘,class4,113.0,28.54,30.0,-1.46,106.05,16754.11,23549.25,23554.57,历史原始实测能耗,6795.14,real,class4,class4,1,1,weak,real_only,243.1,UP042_20240708_073251_R2252,41.0,2265.0
柳隘-海晏北路,class3,92.0,42.81,45.0,-2.19,88.85,12849.97,16450.08,16609.79,历史原始实测能耗,3600.11,real,class3,class3,35,35,strong,real_only,244.9,UP042_20240708_073251_R2252,41.0,2266.0
海晏北路-民安东路,class3,85.0,27.59,29.0,-1.41,83.6,16962.27,17469.42,17660.4,历史原始实测能耗,507.15,real,class3,class3,41,41,strong,real_only,247.7,UP042_20240708_073251_R2252,41.0,2267.0
民安东路-会展中心,class3,79.0,28.54,30.0,-1.46,76.85,12531.07,13141.31,13190.09,历史原始实测能耗,610.24,real,class3,class3,8,8,strong,real_only,240.1,UP042_20240708_073251_R2252,40.0,2268.0
会展中心-院士路,class3,115.0,28.54,30.0,-1.46,114.65,15899.9,15882.84,15891.95,历史原始实测能耗,-17.06,real,class3,class3,104,104,strong,real_only,232.2,UP042_20240708_073251_R2252,40.0,2269.0
院士路-盎孟港,class3,91.0,28.54,30.0,-1.46,90.1,18393.57,20541.93,20453.22,历史原始实测能耗,2148.36,real,class3,class3,99,99,strong,real_only,225.2,UP042_20240708_073251_R2252,40.0,2270.0
盎孟港-三官堂,class2,132.0,28.54,30.0,-1.46,130.65,17873.2,17548.74,17720.57,历史原始实测能耗,-324.46,real,class2,class2,52,52,strong,real_only,219.02,UP042_20240708_073251_R2252,40.0,2271.0
三官堂-兴庄路,class3,104.0,29.49,31.0,-1.51,97.9,10575.56,11424.69,11620.15,历史原始实测能耗,849.13,real,class3,class3,58,58,strong,real_only,216.94,UP042_20240708_073251_R2252,40.0,2272.0
兴庄路-兴海南路,class2,87.0,27.59,29.0,-1.41,88.9,15908.24,16175.61,16230.3,历史原始实测能耗,267.37,real,class2,class2,30,30,strong,real_only,216.04,UP042_20240708_073251_R2252,40.0,2273.0
兴海南路-梅堰,class3,82.0,27.59,29.0,-1.41,81.15,11329.91,13275.82,13366.42,历史原始实测能耗,1945.91,real,class3,class3,73,73,strong,real_only,215.64,UP042_20240708_073251_R2252,40.0,2274.0
梅堰-永茂路,class3,313.0,26.64,28.0,-1.36,318.4,29949.07,28650.25,29450.17,历史原始实测能耗,-1298.82,real,class3,class3,20,20,strong,real_only,215.64,UP042_20240708_073251_R2252,32.0,2275.0
永茂路-镇海大道,class2,141.0,25.69,27.0,-1.31,141.6,17143.42,17804.94,17725.46,历史原始实测能耗,661.52,real,class2,class2,59,59,strong,real_only,215.64,UP042_20240708_073251_R2252,40.0,2276.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,116.7,20121.53,20426.9,20396.27,历史原始实测能耗,305.37,real,class2,class2,101,101,strong,real_only,215.54,UP042_20240708_073251_R2252,40.0,2277.0
--- 总计 ---,节能率: 8.19%,3003.1,735.45,773.0,-37.55,3738.5499999999997,417182.66,454405.23,457520.37,历史原始实测能耗,37222.57,,,,,,,real_only,,,,
