t_local,v(m/s),s_local(m),t_global,station_pair
0.0,0.0,0.0,1239.1000000000001,南高教园区-下应路
0.05,0.027500000000000004,0.0013750000000000004,1239.15,南高教园区-下应路
0.1,0.05500000000000001,0.004125000000000001,1239.2,南高教园区-下应路
0.15000000000000002,0.08250000000000002,0.008250000000000002,1239.2500000000002,南高教园区-下应路
0.2,0.11000000000000001,0.013750000000000004,1239.3000000000002,南高教园区-下应路
0.25,0.1375,0.020625000000000004,1239.3500000000001,南高教园区-下应路
0.30000000000000004,0.16500000000000004,0.028875000000000005,1239.4,南高教园区-下应路
0.35000000000000003,0.19250000000000003,0.038500000000000006,1239.45,南高教园区-下应路
0.4,0.22000000000000003,0.04950000000000001,1239.5000000000002,南高教园区-下应路
0.45,0.24750000000000003,0.06187500000000001,1239.5500000000002,南高教园区-下应路
0.5,0.275,0.07562500000000001,1239.6000000000001,南高教园区-下应路
0.55,0.30250000000000005,0.09075000000000001,1239.65,南高教园区-下应路
0.6000000000000001,0.33000000000000007,0.10725000000000001,1239.7,南高教园区-下应路
0.65,0.35750000000000004,0.12512500000000001,1239.7500000000002,南高教园区-下应路
0.7000000000000001,0.38500000000000006,0.14437500000000003,1239.8000000000002,南高教园区-下应路
0.75,0.41250000000000003,0.16500000000000004,1239.8500000000001,南高教园区-下应路
0.8,0.44000000000000006,0.18700000000000006,1239.9,南高教园区-下应路
0.8500000000000001,0.4675000000000001,0.21037500000000006,1239.95,南高教园区-下应路
0.9,0.49500000000000005,0.23512500000000006,1240.0000000000002,南高教园区-下应路
0.9500000000000001,0.5225000000000001,0.26125000000000004,1240.0500000000002,南高教园区-下应路
1.0,0.55,0.28875000000000006,1240.1000000000001,南高教园区-下应路
1.05,0.5775000000000001,0.31762500000000005,1240.15,南高教园区-下应路
1.1,0.6050000000000001,0.34787500000000005,1240.2,南高教园区-下应路
1.1500000000000001,0.6325000000000002,0.37950000000000006,1240.2500000000002,南高教园区-下应路
1.2000000000000002,0.6600000000000001,0.4125000000000001,1240.3000000000002,南高教园区-下应路
1.25,0.6875,0.4468750000000001,1240.3500000000001,南高教园区-下应路
1.3,0.7150000000000001,0.4826250000000001,1240.4,南高教园区-下应路
1.35,0.7425000000000002,0.51975,1240.45,南高教园区-下应路
1.4000000000000001,0.7700000000000001,0.55825,1240.5000000000002,南高教园区-下应路
